iteration,model,Class,Precision,Recall,F1-score,Model,AUC,Accuracy
iter15,gru,1,0.4794303797468354,0.4291784702549575,0.452914798206278,,,
iter15,gru,2,0.1851453175457481,0.607773851590106,0.2838283828382838,,,
iter15,gru,Accuracy,0.4994311717861205,,,,,
iter15,gru,MacroAUC,0.693643818205859,,,,,
iter15,gru,MicroAUC,0.7117193927494572,,,,,
iter15,lstm,0,0.6926829268292682,0.4308252427184466,0.5312383090160868,,,
iter15,lstm,1,0.3212435233160621,0.3512747875354107,0.3355886332882273,,,
iter15,lstm,2,0.144047619047619,0.4275618374558304,0.2154942119323241,,,
iter15,lstm,Accuracy,0.4091770951839211,,,,,
iter15,lstm,MacroAUC,0.5942333867081419,,,,,
iter15,lstm,MicroAUC,0.5295822668253719,,,,,
iter15,tabular_rf,0,0.6903344021988089,0.6204199258954303,0.6535125758889853,,,
iter15,tabular_rf,1,0.384310618066561,0.4221061792863359,0.4023226876814599,,,
iter15,tabular_rf,2,0.238095238095238,0.3018108651911468,0.2661934338952972,,,
iter15,tabular_rf,Accuracy,0.5256441717791411,,,,,
iter15,tabular_rf,MacroAUC,0.6511535835648411,,,,,
iter15,tabular_xgb,0,0.7375565610859729,0.0671058048579662,0.1230188679245283,,,
iter15,tabular_xgb,1,0.2970690511674118,0.5204525674499565,0.3782416192283365,,,
iter15,tabular_xgb,2,0.1683867463335144,0.6237424547283702,0.2651839178785286,,,
iter15,tabular_xgb,Accuracy,0.2628220858895705,,,,,
iter15,tabular_xgb,MacroAUC,0.5674004516529657,,,,,
iter15,tfidf,0,0.82,0.6716306775874907,0.738436348751535,,,
iter15,tfidf,1,0.5274869109947644,0.6552845528455284,0.5844815083393764,,,
iter15,tfidf,2,0.2864197530864197,0.3729903536977492,0.3240223463687151,,,
iter15,tfidf,Accuracy,0.626267078007933,,,,,
iter15,tfidf,MacroAUC,0.7749508438874092,,,,,
iter15,transformer,0,0.6445366528354081,0.2827669902912621,0.3930830873049346,,,
iter15,transformer,1,0.0,0.0,0.0,,,
iter15,transformer,2,0.1212121212121212,0.8197879858657244,0.2111970869367319,,,
iter15,transformer,Accuracy,0.2646947288585514,,,,,
iter15,transformer,MacroAUC,0.546804725037981,,,,,
iter15,transformer,MicroAUC,0.5396999454540409,,,,,
iter16,clinicalbert_transformer,0,0.6575,0.7442,0.6982,,,
iter16,clinicalbert_transformer,1,0.3814,0.3594,0.3701,,,
iter16,clinicalbert_transformer,2,0.1935,0.0886,0.1215,,,
iter16,clinicalbert_transformer,Accuracy,0.5611,,,,,
iter16,clinicalbert_transformer,MacroAUC,0.5943,,,,,
iter16,clinicalbert_transformer,MicroAUC,0.7101,,,,,
iter16,gru,0,0.8055555555555556,0.1407766990291262,0.2396694214876033,,,
iter16,gru,1,0.3407079646017699,0.3271954674220963,0.3338150289017341,,,
iter16,gru,2,0.1310592459605027,0.773851590106007,0.2241555783009212,,,
iter16,gru,Accuracy,0.2586272279105043,,,,,
iter16,gru,MacroAUC,0.5910445728061384,,,,,
iter16,gru,MicroAUC,0.4464659381121231,,,,,
iter16,lstm,0,0.6732429099876696,0.662621359223301,0.6678899082568808,,,
iter16,lstm,1,0.4317617866004963,0.2464589235127478,0.3137962128043282,,,
iter16,lstm,2,0.1454248366013072,0.3144876325088339,0.1988826815642458,,,
iter16,lstm,Accuracy,0.5138414865377323,,,,,
iter16,lstm,MacroAUC,0.6200521917732297,,,,,
iter16,lstm,MicroAUC,0.6650406419885388,,,,,
iter16,tabular_rf,0,0.6755593803786575,0.6566290255123379,0.6659597030752916,,,
iter16,tabular_rf,1,0.3900900900900901,0.382171226831421,0.3860900579580918,,,
iter16,tabular_rf,2,0.2013769363166953,0.2382892057026476,0.2182835820895522,,,
iter16,tabular_rf,Accuracy,0.5280199252801993,,,,,
iter16,tabular_rf,MacroAUC,0.6302519068024787,,,,,
iter16,tabular_xgb,0,0.6619774919614148,0.6888331242158093,0.6751383480221357,,,
iter16,tabular_xgb,1,0.3826086956521739,0.3495145631067961,0.3653136531365313,,,
iter16,tabular_xgb,2,0.1991869918699187,0.1995926680244399,0.1993896236012207,,,
iter16,tabular_xgb,Accuracy,0.5332503113325031,,,,,
iter16,tabular_xgb,MacroAUC,0.6432031188896404,,,,,
iter16,tfidf,0,0.8136042402826855,0.6787030213706706,0.7400562474889514,,,
iter16,tfidf,1,0.5455801104972375,0.6486042692939245,0.5926481620405101,,,
iter16,tfidf,2,0.275058275058275,0.3699059561128526,0.3155080213903743,,,
iter16,tfidf,Accuracy,0.6275711159737418,,,,,
iter16,tfidf,MacroAUC,0.7730535599932461,,,,,
iter16,transformer,0,0.7258485639686684,0.1686893203883495,0.2737567700640079,,,
iter16,transformer,1,0.0,0.0,0.0,,,
iter16,transformer,2,0.1188997338065661,0.9469964664310954,0.2112731572723689,,,
iter16,transformer,Accuracy,0.2070534698521046,,,,,
iter16,transformer,MacroAUC,0.5416753942472828,,,,,
iter16,transformer,MicroAUC,0.3884392406477696,,,,,
iter17,clinicalbert_transformer,0,0.7445,0.5089,0.6046,,,
iter17,clinicalbert_transformer,1,0.3614,0.7468,0.4871,,,
iter17,clinicalbert_transformer,2,0.2,0.0294,0.0513,,,
iter17,clinicalbert_transformer,Accuracy,0.5176,,,,,
iter17,clinicalbert_transformer,MacroAUC,0.6399,,,,,
iter17,clinicalbert_transformer,MicroAUC,0.5978,,,,,
iter17,gru,0,0.7820343461030383,0.3592233009708738,0.4923076923076923,,,
iter17,gru,1,0.4158964879852125,0.6373937677053825,0.5033557046979866,,,
iter17,gru,2,0.1365914786967418,0.3851590106007067,0.2016651248843663,,,
iter17,gru,Accuracy,0.4364808494501327,,,,,
iter17,gru,MacroAUC,0.6614917208206074,,,,,
iter17,gru,MicroAUC,0.6096918807627921,,,,,
iter17,lstm,0,0.6604127579737336,0.6407766990291263,0.6504465660609794,,,
iter17,lstm,1,0.3157894736842105,0.1614730878186968,0.2136832239925023,,,
iter17,lstm,2,0.155096011816839,0.3710247349823322,0.21875,,,
iter17,lstm,Accuracy,0.4835039817974971,,,,,
iter17,lstm,MacroAUC,0.5775885277709388,,,,,
iter17,lstm,MicroAUC,0.5822881806974031,,,,,
iter17,tabular_rf,0,0.6799031476997579,0.5876935956467141,0.6304445442299057,,,
iter17,tabular_rf,1,0.3837111670864819,0.4026431718061674,0.3929492691315563,,,
iter17,tabular_rf,2,0.2128514056224899,0.3319415448851774,0.2593800978792822,,,
iter17,tabular_rf,Accuracy,0.5046215338496128,,,,,
iter17,tabular_rf,MacroAUC,0.6410904920064778,,,,,
iter17,tabular_xgb,0,0.8125,0.0326496442025952,0.0627766599597585,,,
iter17,tabular_xgb,1,0.305959805959806,0.7779735682819383,0.4391942302909724,,,
iter17,tabular_xgb,2,0.1704211557296767,0.3632567849686847,0.232,,,
iter17,tabular_xgb,Accuracy,0.2835373469897577,,,,,
iter17,tabular_xgb,MacroAUC,0.5781775910421638,,,,,
iter17,tfidf,0,0.8166089965397924,0.6875455207574654,0.7465401344404903,,,
iter17,tfidf,1,0.5331529093369418,0.635483870967742,0.5798381162619574,,,
iter17,tfidf,2,0.2857142857142857,0.3766233766233766,0.3249299719887955,,,
iter17,tfidf,Accuracy,0.6318991742720557,,,,,
iter17,tfidf,MacroAUC,0.7787410435930248,,,,,
iter17,transformer,0,0.7338709677419355,0.1656553398058252,0.2702970297029703,,,
iter17,transformer,1,0.2737306843267108,0.8781869688385269,0.4173678895994615,,,
iter17,transformer,2,0.0,0.0,0.0,,,
iter17,transformer,Accuracy,0.3386423966628745,,,,,
iter17,transformer,MacroAUC,0.5557429593139073,,,,,
iter17,transformer,MicroAUC,0.4470813957150432,,,,,
iter18,clinicalbert_transformer,0,0.7384,0.5102,0.6034,,,
iter18,clinicalbert_transformer,1,0.3632,0.7118,0.481,,,
iter18,clinicalbert_transformer,2,0.1042,0.0376,0.0552,,,
iter18,clinicalbert_transformer,Accuracy,0.5099,,,,,
iter18,clinicalbert_transformer,MacroAUC,0.6241,,,,,
iter18,clinicalbert_transformer,MicroAUC,0.6281,,,,,
iter18,gru,0,0.7157561361836896,0.5485436893203883,0.6210924081071797,,,
iter18,gru,1,0.3436426116838488,0.28328611898017,0.3105590062111801,,,
iter18,gru,2,0.154040404040404,0.431095406360424,0.2269767441860465,,,
iter18,gru,Accuracy,0.4649222601441031,,,,,
iter18,gru,MacroAUC,0.615230158698176,,,,,
iter18,gru,MicroAUC,0.6294431839769196,,,,,
iter18,lstm,0,0.6638554216867469,0.6686893203883495,0.6662636033857315,,,
iter18,lstm,1,0.3922651933701657,0.2011331444759206,0.2659176029962546,,,
iter18,lstm,2,0.1577235772357723,0.342756183745583,0.2160356347438752,,,
iter18,lstm,Accuracy,0.5085324232081911,,,,,
iter18,lstm,MacroAUC,0.5900673551296931,,,,,
iter18,lstm,MicroAUC,0.6312165028777919,,,,,
iter18,tabular_rf,0,0.6623430962343096,0.6648467030659386,0.6635925382519388,,,
iter18,tabular_rf,1,0.3878902554399243,0.3634751773049645,0.3752860411899313,,,
iter18,tabular_rf,2,0.2202166064981949,0.2479674796747967,0.2332695984703633,,,
iter18,tabular_rf,Accuracy,0.5286178455386153,,,,,
iter18,tabular_rf,MacroAUC,0.6366560023723137,,,,,
iter18,tabular_xgb,0,0.7816091954022989,0.0285594288114237,0.0551053484602917,,,
iter18,tabular_xgb,1,0.323959938366718,0.7455673758865248,0.4516648764769065,,,
iter18,tabular_xgb,2,0.1540212443095599,0.4126016260162601,0.2243093922651933,,,
iter18,tabular_xgb,Accuracy,0.2779305173706573,,,,,
iter18,tabular_xgb,MacroAUC,0.5876652332062992,,,,,
iter18,tfidf,0,0.813953488372093,0.6745737583395107,0.7377381434941224,,,
iter18,tfidf,1,0.5275908479138627,0.6384364820846905,0.5777450257921887,,,
iter18,tfidf,2,0.3044554455445544,0.4072847682119205,0.348441926345609,,,
iter18,tfidf,Accuracy,0.6291390728476821,,,,,
iter18,tfidf,MacroAUC,0.782043990432157,,,,,
iter18,transformer,0,0.6907894736842105,0.0637135922330097,0.1166666666666666,,,
iter18,transformer,1,0.2670573461699456,0.9036827195467422,0.4122778675282714,,,
iter18,transformer,2,0.1770833333333333,0.0600706713780918,0.0897097625329815,,,
iter18,transformer,Accuracy,0.2882062950322336,,,,,
iter18,transformer,MacroAUC,0.5437604062111407,,,,,
iter18,transformer,MicroAUC,0.5687529669162148,,,,,
iter19,clinicalbert_transformer,0,0.6497,0.7266,0.686,,,
iter19,clinicalbert_transformer,1,0.3849,0.2995,0.3369,,,
iter19,clinicalbert_transformer,2,0.1895,0.1728,0.1808,,,
iter19,clinicalbert_transformer,Accuracy,0.543,,,,,
iter19,clinicalbert_transformer,MacroAUC,0.5917,,,,,
iter19,clinicalbert_transformer,MicroAUC,0.7093,,,,,
